amount,retry_count,failure_count,transaction_frequency_10min,hour_of_day,previous_success_rate,velocity_score,device_trust_score,risk_score,failed,failure_category
192.62,0,0,1,17,0.958,0.97,0.9,8.7,0,SUCCESS
1284.26,1,0,1,12,0.956,0.46,0.99,8.4,0,SUCCESS
4094.49,0,0,1,14,0.881,0.44,0.97,9.2,0,SUCCESS
595.07,1,2,1,17,0.813,0.83,0.86,26.1,1,TIMEOUT
1622.05,0,0,1,15,0.924,0.69,0.9,7.8,0,SUCCESS
531.98,2,1,2,11,0.926,1.45,0.95,16.0,1,TIMEOUT
2636.54,0,0,1,18,0.933,0.79,1.0,15.6,0,SUCCESS
2877.73,0,0,1,15,0.903,0.64,0.94,21.3,0,SUCCESS
5382.92,0,0,1,19,0.926,1.15,0.99,24.2,0,SUCCESS
719.16,0,1,1,9,0.969,0.97,0.92,25.5,1,INSUFFICIENT_FUNDS
4416.77,0,0,1,22,0.938,0.53,0.96,25.6,1,INSUFFICIENT_FUNDS
2153.02,0,0,1,21,0.915,0.83,0.87,18.1,0,SUCCESS
448.71,0,1,1,18,0.911,1.04,0.85,15.4,0,SUCCESS
1053.78,0,1,1,11,0.997,0.57,0.95,6.3,0,SUCCESS
654.51,0,0,1,14,0.963,0.6,0.98,13.3,0,SUCCESS
667.56,0,0,1,15,0.925,1.15,0.85,11.1,0,SUCCESS
3096.02,0,0,1,20,0.91,0.73,0.97,7.1,0,SUCCESS
150899.0,5,7,7,2,0.354,4.19,0.25,97.4,1,DUPLICATE_TRANSACTION
833.92,0,0,2,22,0.938,0.58,0.9,6.0,0,SUCCESS
2181.41,1,1,1,8,0.955,1.3,0.9,21.0,1,NETWORK_FAILURE
1268.64,0,0,1,11,0.998,0.4,0.87,6.1,0,SUCCESS
2481.65,0,0,1,16,0.888,1.2,0.89,8.0,0,SUCCESS
379.9,0,0,1,15,0.882,0.34,0.95,7.4,0,SUCCESS
363.78,0,0,1,21,0.971,0.78,0.95,16.3,0,SUCCESS
1429.87,0,0,1,8,0.992,0.31,0.91,20.4,0,SUCCESS
1127.41,1,1,1,9,0.966,1.31,1.0,33.5,1,TIMEOUT
2789.8,0,0,1,17,0.926,0.71,0.93,11.3,0,SUCCESS
468.65,0,0,1,15,0.991,1.0,0.87,10.0,0,SUCCESS
551.02,0,0,1,8,0.95,1.18,0.96,13.5,0,SUCCESS
54.42,0,0,1,12,0.976,0.79,0.86,16.0,0,SUCCESS
95168.0,6,9,6,3,0.299,7.23,0.06,100.0,1,AUTHENTICATION_FAILURE
534.87,0,0,2,10,0.923,0.87,0.86,12.8,0,SUCCESS
1926.64,0,0,1,9,0.93,1.06,0.89,37.7,1,INSUFFICIENT_FUNDS
1190.39,0,0,1,17,0.883,1.02,0.85,18.1,0,SUCCESS
594.13,0,0,1,21,0.978,0.26,0.97,14.9,0,SUCCESS
221.31,0,1,1,14,0.958,0.36,0.86,7.8,0,SUCCESS
1175.24,0,0,1,7,0.92,1.18,0.98,25.9,1,INSUFFICIENT_FUNDS
1112.48,0,0,1,16,0.895,1.1,0.95,23.0,0,SUCCESS
760.23,0,0,1,9,0.889,0.39,0.97,21.8,0,SUCCESS
1829.76,2,2,2,9,0.957,1.29,0.85,29.2,1,TIMEOUT
339.26,1,0,1,17,0.95,0.96,1.0,20.2,0,SUCCESS
2939.57,1,2,1,9,0.922,1.36,0.99,33.6,1,NETWORK_FAILURE
625.39,0,0,1,17,0.887,0.31,0.88,11.8,0,SUCCESS
990.1,1,0,2,10,0.888,1.03,0.87,23.1,0,SUCCESS
2445.16,0,0,2,12,0.893,0.38,0.91,7.5,0,SUCCESS
2238.48,1,3,3,9,0.816,1.74,0.93,36.1,1,BANK_FAILURE
286.85,0,0,2,6,0.97,1.01,0.85,14.4,0,SUCCESS
1297.26,0,1,1,19,0.995,1.03,0.92,20.3,0,SUCCESS
2199.43,1,0,1,16,0.987,0.67,0.93,25.0,0,SUCCESS
2273.13,0,0,1,21,0.908,0.65,0.93,20.3,0,SUCCESS
1632.5,1,2,3,14,0.716,1.37,0.89,37.2,1,BANK_FAILURE
975.98,0,0,1,7,0.9,0.43,0.94,13.5,0,SUCCESS
917.15,0,0,1,18,0.95,0.27,0.97,16.2,0,SUCCESS
1382.41,0,0,1,18,0.951,0.29,0.94,6.8,0,SUCCESS
3888.93,0,0,2,9,0.901,0.26,0.94,12.2,0,SUCCESS
435.66,0,0,1,21,0.995,0.7,0.99,16.7,0,SUCCESS
976.63,0,1,1,12,0.98,1.05,0.91,6.3,0,SUCCESS
50.9,0,0,1,6,0.921,1.2,0.97,20.2,0,SUCCESS
3776.8,0,0,1,13,0.948,0.96,0.87,16.4,0,SUCCESS
400.06,0,0,1,20,0.93,0.98,0.89,19.0,0,SUCCESS
50.9,0,0,1,21,0.896,0.4,0.94,6.3,0,SUCCESS
2429.38,0,0,1,19,0.903,0.53,0.96,18.4,0,SUCCESS
138.43,0,0,1,18,0.958,0.62,0.88,18.8,0,SUCCESS
1048.09,0,0,1,13,0.917,0.44,0.89,22.9,0,SUCCESS
45482.0,5,8,13,1,0.119,8.14,0.11,100.0,1,DUPLICATE_TRANSACTION
1437.52,0,0,1,13,0.912,1.0,1.0,10.1,0,SUCCESS
737.9,0,0,1,20,0.915,0.22,0.88,10.6,0,SUCCESS
1154.28,1,2,2,18,0.934,0.59,0.93,28.1,1,TIMEOUT
95640.0,7,8,16,1,0.197,5.24,0.06,98.6,1,DUPLICATE_TRANSACTION
1781.9,1,0,1,14,0.908,0.38,0.97,7.7,0,SUCCESS
807.8,0,0,1,6,0.997,1.19,0.93,8.4,0,SUCCESS
504.94,0,0,1,17,0.946,0.81,0.99,18.3,0,SUCCESS
1457.73,1,0,1,11,0.88,0.8,0.99,10.8,0,SUCCESS
663.03,2,3,3,18,0.712,0.98,0.82,34.7,1,GATEWAY_FAILURE
649.54,1,1,1,10,0.893,1.29,0.93,17.2,1,TIMEOUT
851.34,0,0,1,13,0.933,0.98,0.95,17.7,0,SUCCESS
2932.62,0,0,1,8,0.947,0.99,0.93,11.5,0,SUCCESS
45497.0,6,8,8,2,0.357,6.72,0.25,100.0,1,DUPLICATE_TRANSACTION
1340.59,0,0,2,12,0.92,1.02,0.97,21.9,0,SUCCESS
319.96,2,1,1,20,0.868,0.57,0.83,34.9,1,TIMEOUT
1042.42,0,0,1,15,0.951,0.97,0.97,8.4,0,SUCCESS
2781.52,1,0,1,16,0.915,0.28,0.92,11.3,0,SUCCESS
319.9,0,0,2,21,0.933,0.37,0.88,10.6,0,SUCCESS
8794.53,1,0,1,11,0.961,0.37,0.9,6.2,0,SUCCESS
426.61,1,0,2,8,0.986,0.42,0.92,28.5,1,INSUFFICIENT_FUNDS
2530.73,1,0,1,14,0.976,0.74,0.9,7.9,0,SUCCESS
3487.15,3,1,3,19,0.932,0.88,0.8,33.1,1,BANK_FAILURE
153.39,1,3,2,15,0.906,1.86,0.84,37.6,1,GATEWAY_FAILURE
148.43,0,0,2,15,0.985,0.62,0.99,24.9,0,SUCCESS
183.58,0,0,1,19,0.994,1.16,0.86,5.3,0,SUCCESS
259.8,0,0,1,6,0.981,0.78,1.0,17.7,0,SUCCESS
2204.73,0,0,1,12,0.932,0.67,0.89,22.9,0,SUCCESS
75227.0,7,9,7,3,0.244,8.71,0.2,100.0,1,DUPLICATE_TRANSACTION
581.07,0,0,1,18,0.93,0.75,0.93,14.9,0,SUCCESS
487.34,0,0,1,21,0.891,0.92,0.88,8.9,0,SUCCESS
687.78,0,0,2,17,0.94,0.31,0.92,14.6,0,SUCCESS
2776.56,0,1,1,21,0.994,0.69,1.0,5.2,0,SUCCESS
2797.97,0,0,1,13,0.995,0.21,0.88,18.1,0,SUCCESS
79.96,0,0,1,15,0.941,0.75,0.86,8.4,0,SUCCESS
880.07,1,0,1,22,0.944,0.34,0.85,21.2,0,SUCCESS
281.58,0,0,1,20,0.927,0.89,0.91,18.0,0,SUCCESS
493.29,0,0,1,12,0.903,0.63,0.95,10.3,0,SUCCESS
63.57,0,0,1,15,0.881,0.58,0.86,23.3,0,SUCCESS
150838.0,3,7,13,2,0.27,7.81,0.24,100.0,1,DUPLICATE_TRANSACTION
45702.0,5,8,6,4,0.151,7.15,0.18,100.0,1,AUTHENTICATION_FAILURE
4814.47,1,1,1,17,0.906,1.62,0.9,39.5,1,GATEWAY_FAILURE
3478.31,0,0,1,17,0.967,0.6,0.88,12.1,0,SUCCESS
450.06,0,0,1,18,0.898,1.01,0.93,24.5,0,SUCCESS
694.51,2,2,2,16,0.823,0.93,0.86,18.2,1,TIMEOUT
446.8,1,0,1,20,0.886,0.72,0.93,8.0,0,SUCCESS
180.56,0,0,2,8,0.992,0.91,0.96,8.9,0,SUCCESS
2802.44,2,1,2,17,0.841,0.89,0.95,23.4,1,NETWORK_FAILURE
2500.7,2,1,2,19,0.848,0.75,0.92,16.4,1,NETWORK_FAILURE
80.98,0,0,1,19,0.945,1.11,0.98,14.8,0,SUCCESS
94.31,0,0,1,11,0.895,1.17,0.88,20.5,0,SUCCESS
545.75,0,0,1,15,0.977,0.52,0.87,13.7,0,SUCCESS
771.38,0,0,1,15,0.968,0.29,0.95,22.9,0,SUCCESS
45259.0,4,7,8,2,0.225,6.16,0.1,100.0,1,AUTHENTICATION_FAILURE
863.32,0,0,1,11,0.938,1.19,0.95,21.8,0,SUCCESS
692.06,0,0,1,10,0.943,0.36,0.95,17.1,0,SUCCESS
158.33,0,0,1,19,0.922,0.85,0.96,16.7,0,SUCCESS
579.38,0,0,1,21,0.921,0.28,1.0,22.3,1,INSUFFICIENT_FUNDS
150826.0,4,6,17,23,0.187,4.94,0.15,99.2,1,DUPLICATE_TRANSACTION
95265.0,4,8,11,23,0.254,8.56,0.06,100.0,1,DUPLICATE_TRANSACTION
2354.94,1,1,2,7,0.882,0.93,0.99,18.1,0,SUCCESS
1595.22,1,2,1,9,0.818,0.83,0.89,34.6,1,GATEWAY_FAILURE
338.01,1,1,1,22,0.909,1.12,0.9,31.3,1,NETWORK_FAILURE
2417.01,0,0,2,19,0.967,1.03,0.88,14.0,0,SUCCESS
2217.89,2,1,1,20,0.843,0.6,0.98,26.2,1,TIMEOUT
249.44,0,0,1,20,0.92,0.57,0.88,16.7,0,SUCCESS
751.04,0,0,1,6,0.99,0.75,0.9,5.1,0,SUCCESS
75719.0,3,7,12,4,0.188,4.46,0.3,94.6,1,AUTHENTICATION_FAILURE
1144.25,0,0,2,14,0.886,1.14,0.93,11.5,0,SUCCESS
255.55,1,0,2,9,0.971,0.81,0.94,17.8,0,SUCCESS
1237.96,0,0,1,14,0.898,0.63,0.88,5.6,0,SUCCESS
2010.8,0,0,1,13,0.98,0.34,1.0,17.1,0,SUCCESS
2489.33,2,2,1,22,0.959,1.15,0.9,29.4,1,TIMEOUT
109.7,2,2,1,14,0.868,0.61,0.88,29.5,1,TIMEOUT
433.77,2,2,2,12,0.722,1.87,0.81,31.3,1,GATEWAY_FAILURE
793.68,0,0,2,8,0.918,1.01,0.89,9.3,0,SUCCESS
3240.24,1,2,2,11,0.853,0.9,0.83,30.2,1,TIMEOUT
3862.24,1,2,2,14,0.913,1.53,0.94,30.3,1,BANK_FAILURE
928.52,0,1,1,14,0.959,1.15,0.97,21.1,0,SUCCESS
1464.18,2,2,2,18,0.904,1.18,0.92,22.9,1,NETWORK_FAILURE
418.97,0,0,1,6,0.947,0.53,0.96,17.9,0,SUCCESS
827.45,1,1,1,15,0.921,1.05,0.8,28.9,1,NETWORK_FAILURE
615.01,0,0,2,17,0.963,0.71,0.92,17.8,0,SUCCESS
1415.61,0,0,1,9,0.937,0.5,0.93,8.3,0,SUCCESS
4613.49,0,0,1,18,0.948,0.25,0.86,10.0,0,SUCCESS
45220.0,4,9,5,1,0.191,4.39,0.09,100.0,1,AUTHENTICATION_FAILURE
3198.06,0,1,1,22,0.89,0.25,0.89,6.5,0,SUCCESS
180.48,0,0,1,6,0.952,0.49,0.95,20.9,0,SUCCESS
192.7,0,0,2,9,0.917,0.72,0.91,16.3,0,SUCCESS
194.97,0,0,1,12,0.895,0.24,0.89,9.9,0,SUCCESS
1035.14,0,1,1,15,0.966,0.31,0.98,19.7,0,SUCCESS
334.48,0,0,1,13,0.932,0.62,0.91,18.3,0,SUCCESS
1310.41,1,2,2,11,0.988,1.43,0.86,17.2,1,NETWORK_FAILURE
2246.33,0,0,1,13,0.949,1.15,0.98,9.6,0,SUCCESS
347.32,0,0,1,8,0.991,1.05,0.97,12.9,0,SUCCESS
891.34,0,0,2,12,0.979,0.48,0.99,12.3,0,SUCCESS
2388.45,0,0,1,22,0.97,0.62,0.93,12.4,0,SUCCESS
3525.19,3,3,3,9,0.751,1.21,0.83,31.6,1,BANK_FAILURE
1736.5,0,0,2,18,0.897,0.6,1.0,9.5,0,SUCCESS
1185.59,0,0,1,15,0.964,0.71,0.98,10.8,0,SUCCESS
157.24,0,0,2,9,0.973,0.72,0.87,7.5,0,SUCCESS
299.45,0,0,1,21,0.915,0.34,0.97,9.5,0,SUCCESS
1565.48,0,0,1,17,0.945,0.66,0.9,14.5,0,SUCCESS
1761.0,1,1,2,14,0.964,1.39,0.89,28.1,1,NETWORK_FAILURE
2754.32,1,0,1,6,0.987,0.92,0.94,18.8,0,SUCCESS
3407.41,1,0,2,22,0.909,0.95,0.93,10.4,0,SUCCESS
3897.06,1,3,2,15,0.781,1.38,0.87,33.1,1,GATEWAY_FAILURE
314.33,0,0,2,10,0.884,0.37,0.94,13.4,0,SUCCESS
900.53,0,1,2,10,0.929,0.74,0.93,14.9,0,SUCCESS
75887.0,3,7,17,4,0.094,8.63,0.23,100.0,1,DUPLICATE_TRANSACTION
665.58,0,0,1,14,0.893,1.13,0.9,9.4,0,SUCCESS
872.52,0,0,1,15,0.982,0.37,0.89,10.7,0,SUCCESS
428.15,0,0,1,10,0.884,0.97,0.94,17.0,0,SUCCESS
996.72,1,0,1,20,0.976,0.76,0.85,13.6,0,SUCCESS
677.87,0,1,1,22,0.961,0.66,1.0,9.5,0,SUCCESS
1080.67,1,1,3,12,0.704,1.92,0.93,41.7,1,BANK_FAILURE
166.52,0,0,1,17,0.945,0.35,0.93,27.4,1,INSUFFICIENT_FUNDS
2562.15,0,0,1,9,0.952,0.68,0.99,6.5,0,SUCCESS
883.47,0,0,1,8,0.95,1.11,0.99,6.3,0,SUCCESS
666.74,0,0,1,16,0.92,0.74,0.99,21.9,0,SUCCESS
212.67,1,1,1,15,0.951,0.73,0.89,36.2,1,INSUFFICIENT_FUNDS
3195.79,0,0,1,17,0.942,0.65,0.89,7.4,0,SUCCESS
173.48,0,0,1,21,0.887,1.0,0.87,17.5,0,SUCCESS
545.15,0,0,1,17,0.92,0.9,0.95,19.1,0,SUCCESS
1319.94,2,1,2,20,0.886,0.7,0.86,15.8,1,TIMEOUT
1905.94,1,1,2,20,0.946,0.83,0.85,18.4,1,NETWORK_FAILURE
1838.23,0,0,1,11,0.911,0.97,0.92,11.6,0,SUCCESS
285.19,0,0,1,22,0.885,0.5,0.89,7.9,0,SUCCESS
458.6,0,1,1,13,0.943,0.86,0.91,19.4,0,SUCCESS
540.67,0,0,1,9,0.957,0.48,1.0,22.9,0,SUCCESS
913.33,0,0,1,10,0.967,0.29,0.98,19.6,0,SUCCESS
75103.0,6,5,19,4,0.328,8.83,0.19,100.0,1,DUPLICATE_TRANSACTION
755.12,0,0,1,10,0.985,1.0,0.99,7.0,0,SUCCESS
653.49,1,1,1,18,0.896,1.25,0.83,20.0,1,NETWORK_FAILURE
1628.12,0,0,1,22,0.928,0.47,0.9,19.3,0,SUCCESS
2174.23,2,1,3,16,0.896,1.94,0.8,30.0,1,BANK_FAILURE
1822.82,2,2,1,9,0.888,0.57,1.0,31.9,1,TIMEOUT
284.58,1,0,1,11,0.977,0.9,0.96,13.8,0,SUCCESS
1561.55,0,0,1,10,0.905,0.83,1.0,11.2,0,SUCCESS
790.58,1,0,1,9,0.963,1.08,0.92,12.7,0,SUCCESS
396.07,1,0,2,9,0.986,0.52,0.91,13.1,0,SUCCESS
1036.39,0,0,1,13,0.985,0.4,0.86,20.8,0,SUCCESS
4661.9,2,2,1,18,0.83,1.8,0.82,28.9,1,BANK_FAILURE
451.32,0,0,2,20,0.977,0.45,0.94,13.9,0,SUCCESS
95267.0,4,8,16,2,0.247,7.1,0.33,98.4,1,DUPLICATE_TRANSACTION
84.9,0,0,1,14,0.949,0.58,0.93,22.5,0,SUCCESS
150435.0,5,8,14,2,0.242,8.72,0.35,100.0,1,DUPLICATE_TRANSACTION
1606.85,0,0,1,12,0.881,0.21,0.92,14.8,0,SUCCESS
76.39,0,0,1,15,0.902,1.04,0.85,11.2,0,SUCCESS
64.21,0,0,2,22,0.944,0.4,0.93,8.1,0,SUCCESS
1382.94,0,0,1,22,0.887,0.51,0.98,17.8,0,SUCCESS
1813.3,0,0,1,11,0.98,0.21,0.88,17.3,0,SUCCESS
1325.99,1,2,1,13,0.95,1.55,0.86,26.2,1,BANK_FAILURE
432.14,0,0,1,12,0.923,0.86,1.0,10.3,0,SUCCESS
1078.86,0,0,2,21,0.9,0.35,0.92,26.9,1,INSUFFICIENT_FUNDS
1552.02,0,0,1,21,0.926,0.68,0.86,24.4,0,SUCCESS
1559.8,0,0,2,19,0.918,0.65,0.94,7.9,0,SUCCESS
300.28,1,0,1,15,0.926,1.07,0.95,11.8,0,SUCCESS
1430.28,0,0,1,9,0.968,0.69,0.97,24.1,0,SUCCESS
3170.0,1,0,2,9,0.914,1.04,0.9,33.1,1,INSUFFICIENT_FUNDS
203.76,0,0,1,6,0.905,1.12,0.97,37.6,1,INSUFFICIENT_FUNDS
2595.84,0,0,1,14,0.925,0.89,0.95,8.2,0,SUCCESS
58.38,0,0,2,21,0.988,0.82,0.85,8.7,0,SUCCESS
150920.0,6,7,12,23,0.109,8.08,0.22,100.0,1,AUTHENTICATION_FAILURE
331.53,0,0,1,16,0.995,0.41,0.93,19.7,0,SUCCESS
1025.6,1,0,1,17,0.945,1.15,0.88,20.5,1,INSUFFICIENT_FUNDS
97.25,0,0,1,8,0.899,0.74,0.93,6.5,0,SUCCESS
1486.65,1,0,1,22,0.906,0.44,0.95,10.5,0,SUCCESS
762.99,2,1,3,15,0.908,1.14,0.8,34.3,1,BANK_FAILURE
7046.8,2,1,1,16,0.939,1.46,0.83,19.5,1,TIMEOUT
355.95,0,0,1,6,0.933,0.83,0.97,5.7,0,SUCCESS
1128.19,0,0,1,9,0.922,0.55,0.92,11.7,0,SUCCESS
185.29,1,0,1,15,0.979,0.3,0.96,11.8,0,SUCCESS
1077.59,2,2,1,9,0.727,1.41,0.9,36.7,1,BANK_FAILURE
2195.13,0,0,2,13,0.95,0.45,0.95,19.2,0,SUCCESS
61.9,0,0,1,9,0.94,1.02,0.91,7.0,0,SUCCESS
125.17,0,1,1,17,0.926,0.54,0.96,19.9,0,SUCCESS
75838.0,4,9,9,3,0.101,4.24,0.33,98.7,1,AUTHENTICATION_FAILURE
150126.0,6,9,12,23,0.229,4.2,0.27,95.4,1,AUTHENTICATION_FAILURE
415.08,1,0,2,19,0.99,0.26,0.86,8.7,0,SUCCESS
4422.55,2,1,2,20,0.843,0.99,0.87,31.6,1,NETWORK_FAILURE
76.44,0,0,1,12,0.968,0.9,0.89,23.1,0,SUCCESS
181.28,0,1,1,6,0.982,0.91,0.89,8.3,0,SUCCESS
6509.53,1,2,3,11,0.797,1.69,0.81,31.6,1,GATEWAY_FAILURE
1134.7,1,0,1,22,0.886,0.59,0.87,18.9,0,SUCCESS
429.35,3,1,3,18,0.75,1.92,0.71,33.8,1,GATEWAY_FAILURE
75.24,0,0,2,22,0.96,0.29,0.93,8.2,0,SUCCESS
695.14,0,1,2,8,0.944,0.79,0.88,10.7,0,SUCCESS
260.94,0,0,1,19,0.937,0.9,0.99,12.5,0,SUCCESS
2837.84,0,0,1,12,0.957,1.02,0.93,10.1,0,SUCCESS
414.47,1,0,1,14,0.952,0.32,0.86,27.4,1,INSUFFICIENT_FUNDS
1086.91,0,1,1,11,0.964,0.59,0.87,13.0,0,SUCCESS
1089.91,0,0,1,20,0.942,0.79,0.92,11.5,0,SUCCESS
45436.0,6,4,18,4,0.057,8.79,0.19,100.0,1,DUPLICATE_TRANSACTION
95998.0,3,5,12,1,0.088,7.13,0.15,100.0,1,AUTHENTICATION_FAILURE
327.19,0,0,1,13,0.943,0.31,0.91,23.7,1,INSUFFICIENT_FUNDS
499.95,2,2,2,18,0.973,1.0,0.99,33.8,1,TIMEOUT
2452.53,0,0,2,19,0.903,1.06,0.89,9.5,0,SUCCESS
835.36,0,0,1,10,0.882,0.93,0.86,17.6,0,SUCCESS
1939.1,0,0,1,18,0.935,0.91,0.96,7.8,0,SUCCESS
4112.97,1,0,1,13,0.905,0.39,0.87,7.8,0,SUCCESS
1703.76,0,0,1,17,0.918,1.04,0.91,19.5,0,SUCCESS
95584.0,3,6,18,4,0.21,6.35,0.3,100.0,1,AUTHENTICATION_FAILURE
564.39,0,0,1,19,0.917,0.24,0.99,11.9,0,SUCCESS
184.11,0,0,1,8,0.974,0.78,1.0,10.0,0,SUCCESS
248.41,1,2,1,16,0.978,0.5,0.95,28.1,1,TIMEOUT
1630.48,0,0,1,16,0.906,0.83,0.96,24.7,0,SUCCESS
95683.0,4,4,15,2,0.111,5.82,0.29,99.8,1,DUPLICATE_TRANSACTION
150497.0,6,8,16,3,0.087,8.48,0.06,100.0,1,DUPLICATE_TRANSACTION
113.39,1,0,1,14,0.891,0.41,0.93,20.4,1,INSUFFICIENT_FUNDS
45439.0,7,5,17,1,0.23,6.65,0.33,100.0,1,AUTHENTICATION_FAILURE
95582.0,6,4,18,1,0.12,4.22,0.25,97.4,1,AUTHENTICATION_FAILURE
1919.91,0,0,1,12,0.955,1.19,0.93,7.3,0,SUCCESS
2163.22,0,0,1,13,0.89,0.49,0.98,20.3,0,SUCCESS
75.89,0,0,1,9,0.913,0.85,0.96,22.3,0,SUCCESS
823.18,0,0,2,20,0.939,0.99,0.92,15.7,0,SUCCESS
1818.55,0,0,1,21,0.881,0.45,0.96,17.1,0,SUCCESS
4566.56,2,2,1,8,0.95,0.86,0.82,34.9,1,TIMEOUT
1906.17,0,1,2,19,0.915,0.91,0.87,13.1,0,SUCCESS
2309.43,0,0,1,12,0.988,0.73,0.96,21.8,0,SUCCESS
5476.5,1,2,2,15,0.864,0.65,0.88,22.3,1,NETWORK_FAILURE
1033.02,0,0,1,11,0.977,0.89,0.85,13.6,0,SUCCESS
313.01,0,0,1,18,0.915,0.97,0.88,19.2,0,SUCCESS
1089.37,0,0,1,7,0.911,0.7,0.91,20.6,0,SUCCESS
1639.94,0,0,1,22,0.979,0.76,0.99,9.3,0,SUCCESS
1551.67,0,1,2,18,0.987,1.0,0.88,10.9,0,SUCCESS
1563.97,1,0,1,19,0.999,1.0,0.96,20.9,0,SUCCESS
4214.54,0,0,1,14,0.906,1.06,0.96,13.3,0,SUCCESS
818.96,0,1,1,17,0.947,1.12,0.91,21.9,0,SUCCESS
49.29,0,0,2,21,0.95,0.57,0.85,7.6,0,SUCCESS
1733.04,0,0,2,7,0.912,1.15,0.91,23.2,0,SUCCESS
484.98,0,0,1,18,0.984,0.8,0.94,15.6,0,SUCCESS
164.62,0,0,1,7,1.0,1.04,0.98,21.5,0,SUCCESS
294.74,2,2,1,19,0.858,0.61,0.89,28.5,1,TIMEOUT
3834.89,1,2,1,19,0.81,0.51,0.93,20.8,1,NETWORK_FAILURE
399.83,0,0,1,9,0.912,0.71,0.92,15.2,0,SUCCESS
1389.3,0,0,2,20,0.922,1.0,0.92,11.4,0,SUCCESS
1590.48,0,0,1,10,0.975,1.18,0.97,20.4,0,SUCCESS
2386.97,0,0,1,11,0.923,0.94,0.94,8.6,0,SUCCESS
483.43,0,0,2,16,0.948,1.03,0.99,20.0,0,SUCCESS
3431.15,2,1,2,12,0.875,1.12,0.82,26.6,1,NETWORK_FAILURE
1361.83,0,1,2,12,0.994,0.81,0.88,14.6,0,SUCCESS
1399.21,1,0,1,19,0.89,0.78,0.99,14.7,0,SUCCESS
2887.75,0,0,2,22,0.983,1.1,0.99,12.9,0,SUCCESS
150394.0,6,5,9,3,0.217,8.26,0.06,100.0,1,AUTHENTICATION_FAILURE
1776.38,0,0,1,21,0.972,0.9,0.94,14.8,0,SUCCESS
88.23,0,0,2,16,0.93,0.76,0.91,24.3,0,SUCCESS
1766.91,1,2,1,15,0.912,0.51,0.81,29.0,1,TIMEOUT
441.68,1,0,1,17,0.958,0.87,0.85,37.7,1,INSUFFICIENT_FUNDS
150869.0,7,4,14,4,0.123,5.21,0.28,100.0,1,AUTHENTICATION_FAILURE
1417.25,1,2,1,10,0.857,1.12,0.89,17.3,1,TIMEOUT
599.23,0,0,1,12,0.971,1.19,0.97,14.2,0,SUCCESS
2858.18,0,0,2,10,0.941,0.34,0.9,8.8,0,SUCCESS
2114.79,0,0,1,22,0.944,0.93,0.87,17.2,0,SUCCESS
2282.98,1,1,2,13,0.967,1.24,0.98,31.4,1,NETWORK_FAILURE
5621.0,0,0,2,11,0.916,1.18,0.89,9.1,0,SUCCESS
749.41,0,0,2,8,0.911,1.11,0.85,12.0,0,SUCCESS
2383.87,1,2,2,21,0.803,1.12,0.81,17.2,1,TIMEOUT
150395.0,6,7,16,1,0.393,8.81,0.17,100.0,1,DUPLICATE_TRANSACTION
481.46,0,0,1,9,0.9,1.17,0.94,24.6,0,SUCCESS
543.55,0,0,1,20,0.911,0.71,0.9,8.4,0,SUCCESS
45758.0,5,4,18,2,0.11,4.06,0.23,92.6,1,DUPLICATE_TRANSACTION
1733.29,0,0,2,7,0.91,1.09,0.96,6.5,0,SUCCESS
2114.29,0,0,1,7,0.982,0.8,0.95,24.9,0,SUCCESS
366.28,0,0,1,14,0.933,0.32,0.92,17.5,0,SUCCESS
2157.02,1,0,1,19,0.948,0.75,0.85,14.4,0,SUCCESS
3151.3,0,0,1,17,0.924,0.27,0.98,22.8,0,SUCCESS
2364.13,0,0,1,9,0.938,0.38,0.92,14.9,0,SUCCESS
856.85,0,0,1,21,0.907,0.43,0.99,35.0,1,INSUFFICIENT_FUNDS
1016.66,0,1,1,12,0.979,0.61,0.93,5.7,0,SUCCESS
2955.46,3,1,2,16,0.814,1.42,0.74,35.3,1,GATEWAY_FAILURE
382.15,0,0,1,20,0.983,0.74,0.95,14.4,0,SUCCESS
1598.01,2,3,3,18,0.797,1.25,0.88,34.9,1,GATEWAY_FAILURE
4878.38,3,1,1,10,0.705,1.42,0.89,26.7,1,BANK_FAILURE
790.47,0,0,1,16,0.901,0.51,0.9,8.2,0,SUCCESS
512.36,1,2,1,22,0.805,1.13,1.0,21.6,1,TIMEOUT
200.57,0,0,1,7,0.987,1.18,0.96,15.0,0,SUCCESS
267.27,0,0,1,20,0.961,0.93,0.99,10.2,0,SUCCESS
71.35,0,0,2,7,0.965,0.99,0.88,10.2,0,SUCCESS
150824.0,7,6,19,3,0.208,8.83,0.08,100.0,1,AUTHENTICATION_FAILURE
700.76,0,0,2,12,0.946,0.41,0.92,11.4,0,SUCCESS
421.25,0,0,2,14,0.899,0.99,1.0,5.4,0,SUCCESS
1489.88,0,0,2,6,0.991,0.99,0.99,18.3,0,SUCCESS
95411.0,5,6,5,4,0.156,6.33,0.26,100.0,1,AUTHENTICATION_FAILURE
160.11,0,0,1,17,0.937,0.6,0.9,14.0,0,SUCCESS
971.68,2,1,1,17,0.817,1.42,0.9,27.5,1,TIMEOUT
2176.64,0,0,2,6,0.976,0.78,1.0,14.1,0,SUCCESS
1706.94,0,0,1,18,0.999,0.91,0.87,24.1,0,SUCCESS
1371.34,0,0,1,16,0.959,1.08,0.94,12.1,0,SUCCESS
